,Rank,Title,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year
0,1,Avatar,"$2,923,706,026","$785,221,649",26.9%,"$2,138,484,377",73.1%,2009
1,2,Avengers: Endgame,"$2,799,439,100","$858,373,000",30.7%,"$1,941,066,100",69.3%,2019
2,3,Avatar: The Way of Water,"$2,320,250,281","$684,075,767",29.5%,"$1,636,174,514",70.5%,2022
3,4,Titanic,"$2,264,750,694","$674,292,608",29.8%,"$1,590,458,086",70.2%,1997
4,5,Star Wars: Episode VII - The Force Awakens,"$2,071,310,218","$936,662,225",45.2%,"$1,134,647,993",54.8%,2015
5,6,Avengers: Infinity War,"$2,052,415,039","$678,815,482",33.1%,"$1,373,599,557",66.9%,2018
6,7,Spider-Man: No Way Home,"$1,921,847,111","$814,115,070",42.4%,"$1,107,732,041",57.6%,2021
7,8,Jurassic World,"$1,671,537,444","$653,406,625",39.1%,"$1,018,130,819",60.9%,2015
8,9,The Lion King,"$1,663,079,059","$543,638,043",32.7%,"$1,119,441,016",67.3%,2019
9,10,The Avengers,"$1,520,538,536","$623,357,910",41%,"$897,180,626",59%,2012
10,11,Furious 7,"$1,515,342,457","$353,007,020",23.3%,"$1,162,335,437",76.7%,2015
11,12,Top Gun: Maverick,"$1,495,696,292","$718,732,821",48%,"$776,963,471",52%,2022
12,13,Frozen II,"$1,453,683,476","$477,373,578",32.8%,"$976,309,898",67.2%,2019
13,14,Barbie,"$1,445,638,421","$636,238,421",44%,"$809,400,000",56%,2023
14,15,Avengers: Age of Ultron,"$1,405,018,048","$459,005,868",32.7%,"$946,012,180",67.3%,2015
15,16,Frozen,"$1,397,045,694","$400,953,009",28.7%,"$996,092,685",71.3%,2013
16,17,The Super Mario Bros. Movie,"$1,362,052,250","$574,934,330",42.2%,"$787,117,920",57.8%,2023
17,18,Harry Potter and the Deathly Hallows: Part 2,"$1,356,962,211","$381,447,587",28.1%,"$975,514,624",71.9%,2011
18,19,Black Panther,"$1,349,926,083","$700,426,566",51.9%,"$649,499,517",48.1%,2018
19,20,Star Wars: Episode VIII - The Last Jedi,"$1,334,407,706","$620,181,382",46.5%,"$714,226,324",53.5%,2017
20,21,Jurassic World: Fallen Kingdom,"$1,310,469,037","$417,719,760",31.9%,"$892,749,277",68.1%,2018
21,22,Beauty and the Beast,"$1,266,115,964","$504,481,165",39.8%,"$761,634,799",60.2%,2017
22,23,Incredibles 2,"$1,243,225,667","$608,581,744",49%,"$634,643,923",51%,2018
23,24,The Fate of the Furious,"$1,236,009,236","$226,008,385",18.3%,"$1,010,000,851",81.7%,2017
24,25,Iron Man 3,"$1,215,577,205","$409,013,994",33.6%,"$806,563,211",66.4%,2013
25,26,Minions,"$1,159,457,503","$336,045,770",29%,"$823,411,733",71%,2015
26,27,The Lord of the Rings: The Return of the King,"$1,156,600,472","$379,427,292",32.8%,"$777,173,180",67.2%,2003
27,28,Captain America: Civil War,"$1,155,046,416","$408,084,349",35.3%,"$746,962,067",64.7%,2016
28,29,Aquaman,"$1,152,028,393","$335,104,314",29.1%,"$816,924,079",70.9%,2018
29,30,Skyfall,"$1,142,504,419","$304,360,277",26.6%,"$838,144,142",73.4%,2012
30,31,Spider-Man: Far from Home,"$1,131,927,996","$390,532,085",34.5%,"$741,395,911",65.5%,2019
31,32,Captain Marvel,"$1,131,416,446","$426,829,839",37.7%,"$704,586,607",62.3%,2019
32,33,Transformers: Dark of the Moon,"$1,123,794,079","$352,390,543",31.4%,"$771,403,536",68.6%,2011
33,34,Jurassic Park,"$1,114,456,337","$407,185,075",36.5%,"$707,271,262",63.5%,1993
34,35,Transformers: Age of Extinction,"$1,104,054,072","$245,439,076",22.2%,"$858,614,996",77.8%,2014
35,36,The Dark Knight Rises,"$1,085,289,416","$448,149,584",41.3%,"$637,139,832",58.7%,2012
